query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
Diet therapy for autoimmune hepatitis with bilirubin 2.5 mg/dL,therapy,5,Mistral,False,,"[""bilirubin""]",True,9
What should I eat if I have propionic acidemia with carnitine 10 µmol/L?,therapy,5,Mistral,False,,"[""carnitine""]",True,13
Nutrition management for anorexia nervosa with refeeding syndrome risk,therapy,5,Mistral,False,,[],True,9
Diet plan for PKU with phenylalanine 500 µmol/L,therapy,5,Mistral,False,,"[""phenylalanine""]",True,8
Nutrition therapy for MSUD with leucine 700 µmol/L,therapy,5,Mistral,False,,"[""leucine""]",True,8
What should I eat with cystic fibrosis and pancreatic enzyme replacement therapy?,therapy,5,Mistral,False,,[],True,12
Diet management for heart failure with hyperkalemia (K+ 5.8 mmol/L),therapy,5,Mistral,False,,"[""potassium""]",True,10
Nutrition plan for NAFLD with metabolic syndrome,therapy,5,Mistral,False,,[],True,7
Diet therapy for ulcerative colitis with primary sclerosing cholangitis,therapy,5,Mistral,False,,[],True,9
What should I eat if I have celiac disease and concurrent IgA deficiency?,therapy,5,Mistral,False,,[],True,13
Nutrition management for rheumatoid arthritis with TNF inhibitor treatment,therapy,5,Mistral,False,,[],True,9
Diet plan for osteoporosis with history of fragility fracture,therapy,5,Mistral,False,,[],True,9
Nutrition therapy for hypertension with sodium 150 mmol/L,therapy,5,Mistral,False,,"[""sodium""]",True,8
What should I eat with type 1 diabetes and celiac disease comorbidity?,therapy,5,Mistral,False,,[],True,12
Diet management for IBD with iron deficiency anemia (ferritin 10 ng/mL),therapy,5,Mistral,False,,"[""ferritin""]",True,11
Nutrition plan for CKD stage 4 with phosphorus 5.2 mg/dL,therapy,5,Mistral,False,,"[""phosphorus""]",True,10
Diet therapy for autoimmune hepatitis with ALT 120 U/L,therapy,5,Mistral,False,,"[""alt""]",True,9
What should I eat if I have MCAD deficiency with carnitine 15 µmol/L?,therapy,5,Mistral,False,,"[""carnitine""]",True,13
Nutrition management for anorexia nervosa with hypokalemia (K+ 2.8 mmol/L),therapy,5,Mistral,False,,"[""potassium""]",True,10
Diet plan for PKU with tyrosine 30 µmol/L,therapy,5,Mistral,False,,"[""tyrosine""]",True,8
Nutrition therapy for MSUD with isoleucine 300 µmol/L,therapy,5,Mistral,False,,"[""isoleucine""]",True,8
What should I eat with cystic fibrosis and CFRD (cystic fibrosis-related diabetes)?,therapy,5,Mistral,False,,[],True,12
Diet management for heart failure with hyponatremia (Na+ 128 mmol/L),therapy,5,Mistral,False,,"[""sodium""]",True,10
Nutrition plan for NAFLD with T2DM and obesity (BMI 38),therapy,5,Mistral,False,,[],True,10
Diet therapy for ulcerative colitis with pouchitis,therapy,5,Mistral,False,,[],True,7
What should I eat if I have celiac disease and concurrent SIBO?,therapy,5,Mistral,False,,[],True,12
Nutrition management for rheumatoid arthritis with tocilizumab treatment,therapy,5,Mistral,False,,[],True,8
Diet plan for osteoporosis with history of vertebral fracture,therapy,5,Mistral,False,,[],True,9
Nutrition therapy for hypertension with magnesium 1.2 mg/dL,therapy,5,Mistral,False,,"[""magnesium""]",True,8
What should I eat with type 2 diabetes and SGLT2 inhibitor treatment?,therapy,5,Mistral,False,,[],True,12
Nutrient composition of 100g of boiled bambara nut,general,2,TinyLlama,False,,[],False,8
"Tell me what's in avocado — vitamins, minerals, etc.",general,2,TinyLlama,False,,[],False,9
Give me the amino acid breakdown of soybean,general,3,Mistral,False,,[],False,8
What is the phytate content of unfermented ogi?,general,3,Mistral,False,,"[""phytate""]",False,8
Explain how vitamin K helps with blood clotting,general,4,Mistral,False,,"[""vitamin_k""]",False,8
What foods contain the most vitamin C?,general,2,TinyLlama,False,,"[""vitamin_c""]",False,7
How does thiamine work in the body?,general,4,Mistral,False,,"[""thiamine""]",False,7
What is the role of zinc in immune function?,general,4,Mistral,False,,"[""zinc""]",False,9
How does the urea cycle work?,general,5,Mistral,False,,"[""urea""]",False,6
What are the biochemical functions of magnesium?,general,4,Mistral,False,,"[""magnesium""]",False,7
Explain the Krebs cycle in simple terms,general,4,Mistral,False,,[],False,7
What is the chemical structure of vitamin B12?,general,4,Mistral,False,,"[""vitamin_b12""]",False,8
How does iron get absorbed in the gut?,general,4,Mistral,False,,"[""iron""]",False,8
What is the role of folate in DNA synthesis?,general,4,Mistral,False,,"[""folate""]",False,9
Explain how omega-3 fatty acids reduce inflammation,general,4,Mistral,False,,"[""omega_3""]",False,7
What is the biochemical mechanism of scurvy?,general,4,Mistral,False,,"[""vitamin_c""]",False,7
How does vitamin D regulate calcium absorption?,general,4,Mistral,False,,"[""vitamin_d""]",False,7
What is the role of selenium in thyroid function?,general,4,Mistral,False,,"[""selenium""]",False,9
Explain the methylation cycle and its importance,general,5,Mistral,False,,[],False,7
What is the biochemical basis of beriberi?,general,4,Mistral,False,,"[""thiamine""]",False,7
How does carnitine shuttle work for fatty acid oxidation?,general,5,Mistral,False,,"[""carnitine""]",False,9
What is the role of glutathione in the body?,general,5,Mistral,False,,[],False,9
Explain how insulin regulates blood sugar,general,4,Mistral,False,,[],False,6
What is the biochemical mechanism of diabetes complications?,general,5,Mistral,False,,"[""hba1c""]",False,8
How does the body process alcohol biochemically?,general,4,Mistral,False,,[],False,7
What is the role of vitamin A in vision?,general,4,Mistral,False,,"[""vitamin_a""]",False,9
Explain the biochemical basis of kwashiorkor,general,5,Mistral,False,,[],False,6
How does the body synthesize collagen?,general,4,Mistral,False,,[],False,6
What is the role of biotin in metabolism?,general,4,Mistral,False,,"[""biotin""]",False,8
Explain how the gut microbiome produces butyrate,general,5,Mistral,False,,[],False,7
What is the nutrient composition of traditional Nigerian egusi soup?,general,3,Mistral,False,,[],False,10
How much phytate is in 100g of fermented maize?,general,3,Mistral,False,,"[""phytate""]",False,9
What is the vitamin K content of natto?,general,3,Mistral,False,,"[""vitamin_k""]",False,8
What are the mineral contents of palm oil?,general,3,Mistral,False,,[],False,8
How much zinc is in 100g of dried crayfish?,general,3,Mistral,False,,"[""zinc""]",False,9
What is the amino acid profile of cowpea?,general,3,Mistral,False,,"[""amino_acids""]",False,8
How much vitamin C is in fresh vs frozen spinach?,general,3,Mistral,False,,"[""vitamin_c""]",False,10
What is the iron content of traditional Ghanaian groundnut soup?,general,3,Mistral,False,,"[""iron""]",False,10
How much magnesium is in roasted pumpkin seeds?,general,3,Mistral,False,,"[""magnesium""]",False,8
What is the calcium content of traditional African fermented milk?,general,3,Mistral,False,,"[""calcium""]",False,10
What are the nutritional benefits of eating only bananas for a month?,general,2,TinyLlama,True,recommendation,[],False,12
Can I drink coffee while taking levothyroxine for my thyroid condition?,therapy,4,Mistral,True,general,[],False,11
Compare the protein content of chicken and beef per 100g,comparison,2,TinyLlama,False,recommendation,[],False,10
How much water should I drink every day to lose weight?,recommendation,3,Mistral,True,therapy,[],False,11
What is the best diet for building muscle quickly?,recommendation,3,Mistral,True,therapy,[],False,9
Explain how insulin works in the body,general,4,Mistral,False,therapy,[],False,7
What should I eat if I have high blood pressure?,therapy,2,TinyLlama,True,recommendation,[],False,10
Compare the sugar content in Coke and Pepsi,comparison,2,TinyLlama,False,recommendation,[],False,8
Is intermittent fasting good for diabetes management?,therapy,3,Mistral,True,general,[],False,7
How many calories are in a Big Mac?,general,1,TinyLlama,False,recommendation,[],False,8
What foods should I avoid if I have high cholesterol?,therapy,3,Mistral,True,recommendation,[],False,10
Compare the vitamin C content in oranges and lemons,comparison,2,TinyLlama,False,recommendation,[],False,9
How much protein do I need after a workout?,recommendation,3,Mistral,True,therapy,[],False,9
What is the glycemic index of white rice?,general,2,TinyLlama,False,therapy,[],False,8
Can I eat eggs if I have high cholesterol?,therapy,3,Mistral,True,general,[],False,9
Compare the fat content in whole milk and skim milk,comparison,2,TinyLlama,False,recommendation,[],False,10
How much fiber should I eat daily for constipation?,recommendation,3,Mistral,True,therapy,[],False,9
What is the difference between saturated and unsaturated fats?,general,3,Mistral,False,comparison,[],False,9
Is coconut oil healthier than olive oil?,comparison,3,Mistral,True,therapy,[],False,7
How many carbohydrates should a diabetic eat per meal?,recommendation,4,Mistral,True,therapy,[],False,9
What are the symptoms of vitamin D deficiency?,general,2,TinyLlama,False,therapy,[],False,8
Compare the iron content in spinach and red meat,comparison,3,Mistral,True,therapy,[],False,9
How much vitamin D should I take in winter?,recommendation,3,Mistral,True,therapy,[],False,9
What is the best diet for weight loss?,recommendation,2,TinyLlama,True,therapy,[],False,8
Can I eat avocado if I'm trying to lose weight?,recommendation,2,TinyLlama,True,therapy,[],False,10
Compare the omega-3 content in salmon and tuna,comparison,3,Mistral,True,therapy,[],False,8
How much salt is in a teaspoon?,general,1,TinyLlama,False,recommendation,[],False,7
What foods are high in potassium?,general,2,TinyLlama,False,recommendation,[],False,6
Is it safe to follow a keto diet with kidney disease?,therapy,4,Mistral,True,general,[],False,11
How much sugar is in a can of soda?,general,1,TinyLlama,False,recommendation,[],False,9
What is the best time to eat carbohydrates?,general,3,Mistral,True,recommendation,[],False,8
Compare the calcium content in milk and almond milk,comparison,3,Mistral,True,therapy,[],False,9
How much water should pregnant women drink daily?,recommendation,3,Mistral,True,therapy,[],False,8
What are the health benefits of green tea?,general,2,TinyLlama,False,therapy,[],False,8
Can I drink alcohol while on blood pressure medication?,therapy,4,Mistral,True,general,[],False,9
Compare the protein quality of plant vs animal sources,comparison,4,Mistral,True,therapy,[],False,9
How much magnesium should I take for muscle cramps?,recommendation,4,Mistral,True,therapy,[],False,9
What foods should I eat before a marathon?,recommendation,4,Mistral,True,therapy,[],False,8
Is honey better than sugar for diabetics?,therapy,3,Mistral,True,general,[],False,7
How much vitamin C is in a glass of orange juice?,general,2,TinyLlama,False,recommendation,[],False,11
What is the difference between probiotics and prebiotics?,general,3,Mistral,False,comparison,[],False,8
Compare the antioxidant levels in blueberries and strawberries,comparison,3,Mistral,True,therapy,[],False,8
How much zinc should I take when I have a cold?,recommendation,4,Mistral,True,therapy,[],False,11
What is the best diet for PCOS?,therapy,4,Mistral,True,recommendation,[],False,7
Can I eat nuts if I have diverticulitis?,therapy,3,Mistral,True,general,[],False,8
Compare the glycemic load of white bread vs whole wheat,comparison,3,Mistral,True,therapy,[],False,10
How much protein is in a cup of quinoa?,general,2,TinyLlama,False,recommendation,[],False,9
What foods should I avoid with gout?,therapy,4,Mistral,True,recommendation,[],False,7
Is it healthy to skip breakfast?,general,2,TinyLlama,True,recommendation,[],False,6
How much fiber is in a medium apple?,general,2,TinyLlama,False,recommendation,[],False,8
What is the best diet for fatty liver disease?,therapy,4,Mistral,True,recommendation,[],False,9
Compare the vitamin D content in fortified milk and mushrooms,comparison,3,Mistral,True,therapy,[],False,10
How much omega-3 should I take for heart health?,recommendation,4,Mistral,True,therapy,[],False,9
What are the side effects of too much vitamin B12?,general,3,Mistral,False,therapy,[],False,10
Can I eat grapefruit while taking statins?,therapy,5,Mistral,True,general,[],True,7
Compare the potassium content in bananas and potatoes,comparison,3,Mistral,True,therapy,[],False,8
How much iron is in a 3-ounce serving of beef?,general,2,TinyLlama,False,recommendation,[],False,10
What is the best diet for managing IBS symptoms?,therapy,4,Mistral,True,recommendation,[],False,9
Is intermittent fasting safe for people with diabetes?,therapy,4,Mistral,True,general,[],False,8
How much calcium is in a cup of yogurt?,general,2,TinyLlama,False,recommendation,[],False,9
What foods are high in vitamin K?,general,2,TinyLlama,False,therapy,[],False,7
Compare the calorie content in beer vs wine,comparison,2,TinyLlama,False,recommendation,[],False,8
How much protein do I need to build muscle?,recommendation,3,Mistral,True,therapy,[],False,9
What is the best diet for high cholesterol?,therapy,3,Mistral,True,recommendation,[],False,8
Can I eat eggs every day?,general,2,TinyLlama,True,recommendation,[],False,6
Compare the sugar content in fruit juice vs soda,comparison,3,Mistral,True,therapy,[],False,9
How much vitamin D is in a serving of salmon?,general,2,TinyLlama,False,recommendation,[],False,10
What foods should I eat for healthy skin?,recommendation,3,Mistral,True,therapy,[],False,8
Is it safe to follow a vegan diet during pregnancy?,therapy,4,Mistral,True,general,[],False,10
How much magnesium is in a handful of almonds?,general,2,TinyLlama,False,recommendation,[],False,9
